Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"Hello, your account has been suspended. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: authentication update password

IT Desk,
Taylor Brown",Phishing Email,yes,yes,"Creates urgency, uses generic greeting, and requests sensitive info (password, verification code) via an implied link to ""restore access.""",95
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: widow, charity gala, hotel, we met, money needed, transfer back

Regards,
Jordan Nguyen",Phishing Email,yes,yes,"This is a common social engineering scam where a fraudster poses as an acquaintance in distress during travel to solicit an urgent loan, promising quick repayment.",100
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Jamie Patel",Safe Email,no,no,"The email content is a standard business request for feedback, with no suspicious links, requests for sensitive data, or obvious errors visible in the provided text.",85
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: act now, expires soon, ends soon, today only

Security Team,
Jordan Khan",Phishing Email,yes,yes,"Uses urgent, threatening language (""expires soon"", ""act now"", ""time sensitive"") to pressure immediate action, a common phishing tactic.",95
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: alert, click here, notice, secret

Security Team,
Sam Wong",Phishing Email,yes,yes,"Impersonates ""Security Team,"" generic urgent notification, and prompts user to click link/attachment.",95
"Notice, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: prosecution delete

Account Services,
Jordan Garcia",Phishing Email,yes,yes,"The email uses urgent threats (account blocking, fines, legal action) and a generic sender (""Account Services"") to pressure immediate action without specific account details.",95
"Subject: Invoice confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Riley Singh",Safe Email,yes,no,"The subject line ""Invoice confirmation"" does not match the email content, which is a common phishing tactic.",75
"Subject: Documentation review

Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Cameron Lee",Safe Email,yes,no,"No links are provided despite being mentioned, setting up a social engineering attempt likely leading to a follow-up phishing email.",85
"Dear customer, this is an while supplies last notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: expires immediate don't wait time sensitive

Support Desk,
Casey Wong",Phishing Email,yes,yes,"Uses strong urgency, threat of account limitation, and demand for immediate action, all common phishing tactics.",95
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, today only, while supplies last, expires, don't wait

Regards,
Riley Wong",Phishing Email,yes,yes,"Uses urgent, threatening language (""expire soon,"" ""act now,"" ""time sensitive"") to pressure immediate action and create panic. It's generic and lacks specific account details.",100
"Subject: Welcome aboard

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Alex Brown",Safe Email,no,no,"Lacks typical phishing indicators such as suspicious links, requests for sensitive information, or urgency.",70
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: tech support, issue, maintenance

Compliance Team,
Sam Singh",Phishing Email,yes,yes,"Impersonates IT, creates urgency with a malware threat, and directs the user to an implied external link for a ""security patch,"" a common tactic to install malware.",95
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: we talked about, financial request, unusual, payment verification, children's hospital

Security Team,
Taylor Brown",Phishing Email,yes,yes,"The email attempts to establish a vague personal connection, creates an urgent financial crisis, and directly requests an emergency loan, which are common social engineering tactics.",100
"Subject: Onboarding checklist

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Avery Kim",Safe Email,no,no,"The email content, on its own, appears to be a standard work-related message discussing an agenda. No suspicious links, urgent requests, or unusual grammar are present in the provided text.",85
"Subject: Networking event details

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Avery Martinez",Safe Email,no,no,"No suspicious links, requests for sensitive information, or urgent/threatening language. The content appears to be a standard collaborative communication.",90
"Attention, this is the irs compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: official twitter

Sincerely,
Jordan Lee",Phishing Email,yes,yes,"Impersonates the IRS, creates urgency and fear with threats of account holds and security concerns, and prompts a vague call to action without personalization.",100
"Subject: Research discussion

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Avery Patel",Safe Email,yes,no,"The email uses a common social engineering tactic, mentioning a business-related attachment, to encourage opening a potentially malicious file.",90
"Dear customer, this is the immigration accounts team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: mastercard president visa

Security Team,
Sam Khan",Phishing Email,yes,yes,"Uses generic greeting, creates urgency with threats of suspension, and prompts to follow unspecified ""confidential steps"" to resolve an account issue, common phishing tactics.",100
"Subject: Team lunch planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Casey Khan",Safe Email,no,no,"The provided text is a standard business communication, lacking any malicious links, attachments, suspicious requests, or urgency.",90
"Dear user, your login has been restricted. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: login passcode personal information password username

Account Services,
Jordan Nguyen",Phishing Email,yes,yes,"Generic greeting, creates urgency/threat (""login restricted""), and directs user to click a link to reset sensitive information, which are classic phishing tactics.",95
"Subject: Lab booking confirmation

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Taylor Khan",Safe Email,yes,no,"Subject-body mismatch (""Lab booking confirmation"" vs ""training session"") is a common deception tactic, and vague reference to a ""shared drive"" encourages off-email action, characteristic of social engineering.",80
"Dear customer, this is an 48 hours notice regarding your account. Your access will expire today. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: deadline now 48 hours final notice

Support Desk,
Riley Lee",Phishing Email,yes,yes,"Generic greeting, creates extreme urgency/fear of loss (""expire today"", ""act now"", ""last chance""), no specific account info, vague sender.",95
"Subject: Lab availability

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Casey Garcia",Safe Email,yes,no,"The email uses a generic, plausible work pretext (lab booking, calendar invite) to prompt interaction with an external element (the calendar invite) which could be malicious, or to establish communication with a spoofed sender.",85
"Subject: Budget planning

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Morgan Nguyen",Safe Email,no,no,"The email content is generic business communication, lacks suspicious links/attachments, urgent requests, or unusual grammar typically found in phishing attempts.",95
"Subject: Conference registration

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Riley Singh",Safe Email,yes,no,"The email promises content ""included below"" (an agenda/draft) but provides none, which is a common phishing tactic to set an expectation for a malicious link or attachment.",85
"Subject: Performance feedback

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Cameron Singh",Safe Email,no,no,"The email content describes a meeting booking and invites collaboration, with no suspicious requests or links.",85
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, patch, system administrator, problem, error, technical support

Regards,
Casey Nguyen",Phishing Email,yes,yes,"The email creates urgency with a malware infection report and instructs the user to install a patch from a ""provided link,"" a common phishing tactic.",95
"Subject: Office maintenance

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Riley Patel",Safe Email,yes,no,"Vague subject, generic content, implies a malicious link/attachment for ""documentation.""",80
"Subject: Welcome aboard

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Sam Khan",Safe Email,yes,no,"Contains implied external links, a primary phishing vector, and some phrases are ambiguous or incongruous.",70
"Subject: Documentation review

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Avery Singh",Safe Email,no,no,"The email is generic, contains no suspicious links or attachments, no urgent requests for sensitive information, and uses typical business language.",95
"Subject: Classroom logistics

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Sam Singh",Safe Email,no,no,"The email content lacks typical phishing indicators like suspicious links, requests for sensitive information, or urgent/threatening language.",80
"Account holder, your profile has been restricted. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: security code signin

Regards,
Riley Patel",Phishing Email,yes,yes,"Generic greeting, creates urgency/threat, asks for sensitive login/verification info via an implied link to ""restore access.""",95
"Hello, this is the paypal security team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: twitter fbi

Compliance Team,
Morgan Patel",Phishing Email,yes,yes,"Impersonates PayPal, creates urgency/threat, and demands immediate action to avoid account restriction.",100
"Subject: Performance feedback

Thanks for attending the workshop. Here are the links to references and the slide deck.

Thanks for reviewing the document.

Best,
Sam Lee",Safe Email,no,no,"The provided content does not include any actual links, attachments, or requests for sensitive information. The text is professional and benign.",85
"Hello, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: lawsuit penalty hold

Risk Operations,
Cameron Wong",Phishing Email,yes,yes,"Uses urgent threats (fine, judge, account hold, final warning) and generic language to scare recipient into immediate action.",95
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: share, click here, delete after reading, sensitive, do not share

Compliance Team,
Alex Nguyen",Phishing Email,yes,yes,"Generic notification with a direct call to click a link or open an attachment to view an update, a common phishing tactic.",95
"Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Jamie Patel",Safe Email,no,no,"Standard meeting confirmation with no suspicious links, attachments, or requests for sensitive information.",95
"Subject: Schedule confirmation

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Jamie Lee",Safe Email,yes,no,"The email attempts to induce the recipient to open an attachment, a common phishing tactic, by creating a sense of urgency and legitimacy.",90
"Dear user, this is the legal compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: lawyer ceo

IT Desk,
Morgan Garcia",Phishing Email,yes,yes,"Generic greeting, urgent and threatening language, and a demand to take immediate action to avoid account suspension are classic phishing tactics.",95
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, security question, login

Security Team,
Jamie Patel",Phishing Email,yes,yes,"The email uses a generic greeting, creates urgency, and directly requests highly sensitive login credentials (username, password reset, 2FA code, recovery key), which legitimate services would never ask for via email for account verification.",100
"Hello, we detected unusual activity on your account. To restore access, please update your information. Your account may be restricted until you reactivate it.

Keywords: unauthorized restore breach

Account Services,
Alex Kim",Phishing Email,yes,yes,"The email uses generic language, creates a sense of urgency and fear about account security, and prompts the user to ""update information"" to restore access, which are common phishing tactics.",100
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, last chance, final notice, today only, rush, 24 hours

Compliance Team,
Sam Wong",Phishing Email,yes,yes,"Uses urgent, threatening language, a generic greeting, and vague sender to pressure immediate action for ""your account.""",95
"Subject: Training session notes

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Casey Lee",Safe Email,yes,no,"The email uses common pretexts like ""shared drive"" and ""feedback on this draft"" frequently employed to embed malicious links in phishing attempts.",70
"Hello, this is the fraud prevention compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: acquisition bank of america spotify whatsapp visa

Sincerely,
Sam Nguyen",Phishing Email,yes,yes,"Vague sender identity, creates urgency and threat of account restriction, and directs user to ""confidential steps"" often leading to malicious sites.",95
"Subject: Office maintenance

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Jamie Patel",Safe Email,no,no,"The provided email content does not contain malicious links, attachments, or requests for sensitive information.",75
"Subject: Documentation review

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Alex Garcia",Safe Email,no,no,"No suspicious links, requests for personal information, or urgent calls to action are present. It appears to be a routine work-related update.",90
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: we met, soldier, doctor

Compliance Team,
Casey Lee",Phishing Email,yes,yes,"The email uses social engineering to create a sense of urgency and familiarity, claiming a crisis (stolen wallet) to solicit a ""temporary loan,"" a common tactic in advanced fee/traveler in distress scams.",100
"Subject: Onboarding checklist

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Jordan Patel",Safe Email,yes,no,"The email promises links (""Here are the links..."") but provides none, and then contradicts itself by stating the slides will be shared later, a common tactic to create confusion or solicit a response in phishing attempts.",85
"Attention, we detected a login attempt on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Keywords: restricted login attempt violation unauthorized compromised

Risk Operations,
Jordan Lee",Phishing Email,yes,yes,"Creates urgency about a security issue and prompts the user to ""validate information,"" a common tactic to steal credentials.",95
"Subject: Code review summary

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Jordan Brown",Safe Email,no,no,"The email content lacks any malicious links, attachments, or requests for sensitive information.",90
"Hi there, congratulations! You are the selected recipient of a prize. To redeem your payment of ₹80,000, please provide your credit card to process the total. This deal is available today only.

Keywords: earnings refund amount transfer

Security Team,
Casey Lee",Phishing Email,yes,yes,"Unsolicited prize, request for credit card to receive payment, and artificial urgency are classic phishing/scam tactics.",100
"Subject: Classroom logistics

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Morgan Kim",Safe Email,no,no,"Content is a normal work update, lacks typical phishing indicators like suspicious links, requests for sensitive information, or urgency.",90
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not reply, noreply, visit, announcement

Regards,
Taylor Brown",Phishing Email,yes,yes,"Generic greeting, unsolicited request to click a link/open attachment, creates urgency, and instructs not to reply.",95
"Dear user, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: default delete final warning terminate

IT Desk,
Morgan Brown",Phishing Email,yes,yes,"Uses generic greeting, creates extreme urgency and fear with threats of account hold and legal action, common phishing tactics.",95
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: deadline, asap, while supplies last

Compliance Team,
Jamie Wong",Phishing Email,yes,yes,"Uses urgent language, threatens service interruption, demands immediate action, and is vague about the account and instructions.",95
"Subject: Research discussion

Sharing the revised documentation with examples. The new endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Jamie Kim",Safe Email,yes,no,"The email mentions sharing documentation, but no link or attachment is provided in the content, which is a common social engineering tactic to prompt interaction or a precursor to a malicious payload.",80
"Attention, this is an act now notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: act now 24 hours

Regards,
Riley Garcia",Phishing Email,yes,yes,"Uses high-pressure, urgent language and vague account details to compel immediate action.",95
"Dear customer, your login has been suspended. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: signin personal information

Account Services,
Jamie Wong",Phishing Email,yes,yes,"Creates urgency, requests sensitive info (password, 2FA) via an external link, and attempts to harvest credentials.",98
"Account holder, this is the account services accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: acquisition paypal

Risk Operations,
Avery Patel",Phishing Email,yes,yes,"Uses urgent threats, generic greeting, and demands immediate action for ""security violations"" without specifics.",95
"Subject: Performance feedback

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Jordan Garcia",Safe Email,yes,no,"Email states an agenda is ""included below"" but none is present, strongly suggesting a malicious attachment or link was the intended payload.",95
"Subject: Invoice confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Alex Lee",Safe Email,no,no,"Content is generic business communication with no suspicious links, requests, or urgency. Lacks typical phishing indicators despite a slight subject/body mismatch.",75
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: error, bug, repair, technical support, spyware

Support Desk,
Casey Lee",Phishing Email,yes,yes,"Urgent tone about malware, instructs user to click a link to install a patch, a common phishing tactic to distribute malware or harvest credentials.",95
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: quick, expires soon, rush, ends soon

Sincerely,
Jordan Kim",Phishing Email,yes,yes,"Uses urgent language, generic greeting, and a threat of account expiration to pressure immediate action.",95
"Subject: Budget planning

Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Jordan Brown",Safe Email,no,no,"The email text describes a typical business follow-up without any suspicious links, requests for sensitive information, or urgent calls to action.",85
"Subject: Networking event details

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Casey Singh",Safe Email,yes,no,"Generic content, unpersonalized, and prompts clicking on unspecified links for content.",80
"Subject: Invoice confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Morgan Brown",Safe Email,yes,no,"The subject line ""Invoice confirmation"" is mismatched with the email body discussing analysis and a PR, a common tactic to mislead and entice recipients.",85
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: it department, database, update

Regards,
Cameron Garcia",Phishing Email,yes,yes,"Impersonates IT with a generic greeting, creates urgency about malware, and directs users to click an external link to install a patch, a common tactic for distributing malware.",100
"Attention, this is an instantly notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is time sensitive and expires midnight. Follow the instructions now.

Keywords: limited offer immediate ends soon

Sincerely,
Jordan Garcia",Phishing Email,yes,yes,"Uses urgent, threatening language, grammatical errors, and creates false deadlines to pressure immediate action.",100
"Subject: Training session notes

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Taylor Garcia",Safe Email,no,no,"The email is generic but contains no suspicious links, attachments, or requests for sensitive information, lacking common phishing indicators.",85
"Notice, this is an time sensitive notice regarding your account. Your access will expire soon. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: instantly don't wait

Account Services,
Morgan Singh",Phishing Email,yes,yes,"Uses extreme urgency, vague threats of account expiration, and pressure to act immediately, all common phishing tactics.",100
"Notice, we detected a security alert on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Keywords: security deactivated

Security Team,
Morgan Lee",Phishing Email,yes,yes,"Creates urgency, uses a generic sender, and demands immediate information validation to prevent an account lock.",95
"Dear customer, your profile has been locked. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: signin recovery key

Security Team,
Taylor Brown",Phishing Email,yes,yes,"Uses urgency, generic greeting, and requests credentials via a link, common phishing tactics.",100
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: technical support, firewall, help desk, tech support, maintenance

Sincerely,
Sam Lee",Phishing Email,yes,yes,"Creates urgency about malware, asks to click an unverified link for a ""security patch,"" a common phishing tactic.",95
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Alex Lee",Safe Email,no,no,"No malicious links, attachments, or requests for sensitive information are present in the provided text.",80
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: it department, support team, upgrade, network

IT Desk,
Riley Lee",Phishing Email,yes,yes,"Generic salutation, creates false urgency about a security threat, and directs user to click an untrusted link to resolve it.",100
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recover account, backup codes, two factor, security code

Regards,
Cameron Brown",Phishing Email,yes,yes,"Asks for username, password, 2FA code, and recovery key in one step to ""restore access,"" which is highly suspicious and a classic credential harvesting tactic.",100
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: wallet stolen, replacement cards, business trip

Compliance Team,
Jamie Singh",Phishing Email,yes,yes,Urgent request for money due to a fabricated crisis (stolen wallet) from an unknown or vaguely identified sender.,95
"Hi there, we detected a login attempt on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Keywords: data breach restricted

Account Services,
Casey Brown",Phishing Email,yes,yes,"Generic greeting, creates urgency/fear, requests account validation without specifying the service, and threatens account lock.",100
"Dear user, this is an quick notice regarding your account. Your access will be limited soon. To avoid interruption, respond asap. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: instantly ends soon asap rush

Regards,
Avery Martinez",Phishing Email,yes,yes,"High urgency (""limited soon"", ""asap"", ""time sensitive"", ""ends soon"", ""now""), vague threat, and call to action.",95
"Subject: Performance feedback

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Sam Patel",Safe Email,yes,no,"The subject line is inconsistent with the body content and relies on opening an attachment, a common phishing vector.",85
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: update, announcement, confidential

Compliance Team,
Jordan Kim",Phishing Email,yes,yes,"Generic greeting, unsolicited link/attachment for an ""update,"" and a strong call to action are common phishing tactics.",95
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: we talked, payment verification, trust me, widower, extend stay, traveler

Security Team,
Avery Wong",Phishing Email,yes,yes,"Classic ""stranded traveler"" scam requesting a loan due to a stolen wallet and payment issues, using a vague connection.",100
"Subject: Code review summary

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Sam Khan",Safe Email,no,no,"The email content appears to be a legitimate follow-up after a workshop, without any suspicious requests, urgency, or grammatical errors.",80
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: don't wait, while supplies last, urgent

Sincerely,
Taylor Garcia",Phishing Email,yes,yes,"Uses high urgency, generic language, and a threat of account expiration to prompt immediate, uncritical action.",95
