Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"Dear Jane, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"It uses urgency and fear (""compromised,"" ""immediately"") to prompt the recipient to click a link, a common phishing tactic.",95
"Hi Jordan, please find the attached report for this month's performance review.",Safe Email,yes,no,This content is a very common social engineering tactic used to trick recipients into opening a malicious attachment.,85
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"Content is a generic newsletter welcome, no suspicious links, requests, or urgency.",95
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,The content is a generic webinar invitation and lacks typical phishing indicators like requests for sensitive information or suspicious links.,90
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Content is a normal project reminder without suspicious links, requests for data, or unusual urgency.",95
"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"This email is a simple, common social invitation. It does not ask for sensitive information, include suspicious links, or exhibit typical phishing characteristics.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The text itself is a standard, generic message for sharing meeting minutes and contains no inherent phishing indicators. The risk would lie in a malicious attachment or spoofed sender, which cannot be assessed from the provided text alone.",85
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Uses urgency, a vague threat (""account compromised""), and a call to action to click a link, common in phishing.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Asks for ""personal information"" without context, company, or package details, a common phishing tactic.",100
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The content is a generic welcome message, lacking common phishing indicators such as requests for sensitive information, suspicious links, or a sense of urgency/threat.",95
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,The content is a generic welcome message for a newsletter without any suspicious requests or links.,95
Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email,no,no,"The content is a standard meeting reminder without suspicious links, requests for personal information, or unusual urgency.",90
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize claim with a high value and an urgent call to action to click a link, a common phishing tactic.",95
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited win of a high-value prize with a call to action to click a link is a classic phishing tactic.,95
"Hi Taylor, please find the attached report for this month's performance review.",Safe Email,no,no,"The email content is professional and plausible for a work-related message, with no immediate red flags like grammar errors or suspicious links.",60
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency and prompts login without specifics, a common tactic to direct users to fake login pages.",95
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,The content is a standard transactional message and does not request sensitive information or prompt malicious actions.,90
"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The text is a generic event announcement with no suspicious links, requests for sensitive data, or unusual urgency.",90
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard work reminder, no suspicious links/requests, generic urgency, or unusual language.",95
"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple reminder about a project deadline with no suspicious requests, links, or unusual tone.",95
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The content is a generic, harmless welcome message typical of a legitimate newsletter, with no suspicious requests or elements.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Asks for personal information to confirm a generic package delivery, a common tactic for credential theft.",100
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"This is a standard, friendly follow-up email with no suspicious links, requests for information, or urgent tone.",100
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency, requests sensitive billing information, and lacks specific details about the service.",95
"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"This is a normal, informal message asking to meet for coffee after a conference, lacking any typical phishing indicators like requests for sensitive information, suspicious links, or urgent demands.",100
"Hi John, please find the attached report for this month's performance review.",Safe Email,yes,no,"Mentions an attachment for a plausible but generic business purpose, a common phishing tactic to deliver malware.",85
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency (""unusual activity"") and prompts immediate login, a common tactic for phishing to steal credentials.",95
"Hi Jane, please find the attached report for this month's performance review.",Safe Email,yes,no,Generic business context with an attachment is a common tactic for delivering malware or other malicious payloads.,70
"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"This is standard professional communication, lacking any typical phishing indicators like suspicious links, urgent requests, or requests for sensitive information.",95
"Hi John, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple, personalized project reminder with no suspicious links, requests for information, or other common phishing indicators.",95
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard project reminder without suspicious links, requests for sensitive info, or unusual urgency.",95
"Dear Chris, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"Standard purchase confirmation, no suspicious links or requests for personal info.",95
"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"The email contains no malicious links, attachments, or requests for sensitive information.",80
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency to request sensitive billing information without specific service details, a common phishing tactic.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic, creates urgency, relies on opening an attachment, and lacks specific details expected in a legitimate invoice.",95
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email,no,no,"The email is a standard meeting reminder with no suspicious links, requests for personal information, or urgent threats.",95
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The email content is a generic, harmless welcome message for a newsletter without any suspicious requests, links, or urgent/threatening language typical of phishing.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and threat (""avoid service interruption"") to pressure users into clicking a likely malicious link, typical of phishing.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Creates urgency to update sensitive billing information without specifying which service or account.,100
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency/fear (""unusual login attempt"") and directs users to click a link for verification, a common phishing tactic.",100
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Asks you to click a link for a ""secure message"" from your bank, a common phishing tactic to direct users to fake login pages.",95
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,Uses urgency/fear tactics and a generic call to action to trick users into clicking a potentially malicious link.,100
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Generic, creates urgency, and directly asks for personal information, which is a common tactic for phishing.",95
"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency, claims account compromise, and asks recipient to click a link to reset password without specifying the service.",95
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unexpected prize and urgent call to action to click a link are common phishing tactics.,95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"It creates urgency, requests sensitive billing information, and lacks specific details of the service or account, common phishing tactics.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"The email uses urgent language and a threat (""avoid service interruption"") to pressure the recipient into taking immediate action, a common phishing tactic.",95
"Dear John, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency and fear (""account compromised""), prompts immediate action (""immediately""), and directs to click a link to resolve a security issue.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Uses urgency and threat of service interruption to trick the user into updating account settings, a common phishing tactic.",95
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"The email content does not ask for sensitive information, contain suspicious links, or present an urgent call to action.",70
"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is generic business communication and lacks typical phishing indicators like suspicious links, urgent requests, or demands for personal information.",85
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,"The text is a common service reminder, not inherently malicious without sender or link context.",90
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"This is a simple, common work-related reminder with no suspicious links, requests for personal information, or urgent demands typically found in phishing.",95
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency and directs the user to click an unknown link to ""verify"" an account, typical of credential harvesting attempts.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,"The email is a generic request to open an attachment, a common social engineering tactic used in phishing to deliver malware.",90
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The content is a generic welcome message and lacks common phishing indicators like requests for sensitive information, suspicious links, or threats.",100
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unexpected prize, high value, and a generic call to action to click a link, typical of scams designed to steal information or deliver malware.",100
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"This is a very common phishing tactic, luring you to click a link for a ""secure message"" from your bank, usually leading to a fake login page.",95
"Hello Drew, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is personalized, uses normal business language, and contains no common phishing indicators like suspicious links, urgent requests, or demands for sensitive information.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Uses a generic, urgent ""invoice attached"" message, a common phishing tactic to induce opening a potentially malicious attachment.",90
"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard work reminder with no suspicious links, requests for sensitive info, or unusual urgency.",95
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email,no,no,"The content is a standard meeting reminder with no suspicious links, requests for personal information, or urgent threats.",90
"Dear Sam, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"The email is extremely vague, lacking any details about the specific subscription or company, which is a common tactic to trigger curiosity or anxiety.",85
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic ""your bank"" and call to action via a link are common phishing tactics, aiming to trick users into clicking malicious links.",95
"Hi John, please find the attached report for this month's performance review.",Safe Email,yes,no,"This is a common social engineering tactic used to deliver malware via an attachment, relying on a generic but relevant business context and lack of specific details to induce the recipient to open a potentially malicious file.",90
"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The content is a standard, personalized business communication without suspicious links, requests for sensitive data, or urgent/threatening language.",95
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unexpected 'win' of a large sum, coupled with a generic call to action to click a link, is a common phishing tactic.",95
"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"No suspicious links, sender, or unusual requests in the provided text. Appears to be a standard marketing email.",80
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Asks for generic personal information for an unspecified ""pending delivery"" without specific company details or tracking number, a common phishing tactic to steal data.",98
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency (""unusual activity"") and prompts immediate login, a common phishing tactic.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It creates urgency and vaguely asks for personal information, which legitimate services typically don't request this way.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Creates urgency (""pay promptly to avoid penalties"") and pressures opening an attachment without verification, common phishing tactics.",95
"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The content is a standard, generic invitation to a webinar and lacks typical phishing indicators like suspicious links, urgent threats, or requests for sensitive information.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency, requests sensitive financial information, and lacks specific company/service details.",95
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Phishing emails often impersonate banks and prompt users to click links, rather than logging in directly to their known official website.",95
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency, vague sender/account, and asks to click a link to ""verify"" due to an ""unusual activity,"" which are classic phishing tactics.",100
"Hi Chris, please find the attached report for this month's performance review.",Safe Email,yes,no,This is a common social engineering lure designed to trick recipients into opening a malicious attachment.,90
"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"This is a simple social invitation with no suspicious links, attachments, or requests for sensitive information.",100
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"It asks you to click a link to access sensitive bank information, a common phishing tactic.",95
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a standard social message, making a simple, non-urgent request to meet for coffee. It lacks typical phishing indicators such as requests for sensitive information, suspicious links, urgency, or threats.",100
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency, is generic, and requests sensitive billing information, common phishing tactics.",95
"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The email content is a generic webinar announcement and does not contain typical phishing indicators like suspicious links, requests for sensitive information, or unusual urgency.",90
"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The content is a standard, professional project update request. It does not contain common phishing indicators like suspicious links, urgent demands, or requests for sensitive information, based on the text alone.",90
"Hi Jane, please find the attached report for this month's performance review.",Safe Email,yes,no,"Mentions an attachment for an important topic (performance review), a common social engineering lure, and lacks sender context.",85
"Hi Sam, please find the attached report for this month's performance review.",Safe Email,no,no,"The email content is generic and plausible for a legitimate work email, lacking typical phishing indicators like suspicious links, requests for sensitive information, or urgent/threatening language.",90
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,Generic text used to trick recipients into opening a potentially malicious attachment.,85
"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"The email is a generic renewal notice without suspicious links, requests for information, or urgent calls to action typically found in phishing.",90
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"Lacks specific details (company, service, amount) for a legitimate renewal notification, designed to trigger a reaction.",90
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency about a security threat and prompts the user to click a link to ""verify"" their account, a common phishing tactic.",100
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Requests personal information for a pending package delivery, a common phishing tactic.",100
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Creates urgency and requests sensitive billing information without company specifics.,95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency and prompts for sensitive billing information updates, common in phishing attempts.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,Uses urgency and a generic threat to pressure the recipient into clicking a link and providing credentials.,95
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The content is a standard, professional work communication with no suspicious links, requests for sensitive information, or urgent/threatening language.",90
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency and fear about an account compromise, then prompts clicking a link to verify, a common phishing tactic.",100
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency/fear (""unusual login attempt"") and directs the user to click a link to ""verify,"" a common tactic to steal credentials.",95
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic message with a hidden link asking to click for a ""secure message"" from ""your bank"" is a common phishing tactic.",100
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and prompts action without specifying the service, a common phishing tactic to direct users to fake login pages.",95
"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"The email is a standard, polite transactional message that does not ask for sensitive information, contain suspicious links (based on provided text), or create urgency/threats.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic, unsolicited invoice with urgency, implied threat, and attachment, common for malware or payment fraud.",95
"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"The content is a standard transactional message and contains no suspicious links, requests for personal information, or urgent/threatening language.",90
"Dear Jordan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The email content is a generic webinar invitation and does not contain any obvious phishing indicators like suspicious links (not provided), requests for sensitive information, or urgent/threatening language.",90
"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency/fear (""compromised""), demands immediate action, and directs to an unspecified link for password reset.",100
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Vague delivery claim, requests personal information without identifying sender or package.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The email text itself is generic business communication and contains no suspicious links, urgent demands, or requests for sensitive information.",90
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,Uses urgency/fear (unusual login) and a call to action (click here to verify) to trick the user into revealing information.,100
"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"The email is intentionally vague, lacking specific details about the service or amount, a common phishing tactic to trigger curiosity and prompt interaction with malicious links (likely in the full email).",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency and requests sensitive billing information, common phishing tactics.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic ""invoice attached"" combined with a threat of ""penalties"" creates urgency and encourages opening a potentially malicious attachment.",90
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple, professional reminder with no malicious links, requests for sensitive information, or unusual urgency.",95
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"It creates urgency and prompts an immediate click to ""verify account,"" a common phishing tactic to steal credentials.",100
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The content is a generic, benign welcome message for a newsletter and lacks typical phishing indicators like suspicious requests, links, or urgency.",100
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency (""unusual activity"") and prompts login without specifics, a common phishing tactic.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Generic warning of service interruption to create urgency and prompt an action, common in phishing.",90
"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple, routine reminder without suspicious links, requests for private information, or unusual urgency.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Generic urgent request for sensitive billing information, a common phishing tactic.",95
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,The content is generic and lacks typical phishing indicators like malicious links or specific impersonation.,90
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,Asks for personal information for a generic package delivery without details.,100
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email,no,no,"The content is a standard meeting reminder and lacks typical phishing indicators such as suspicious links, requests for sensitive information, or urgent threats.",95
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic sender, requests clicking a link for a ""secure message"" instead of logging in directly, common phishing tactic.",95
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"High urgency, vague account details, and a direct request to click a link to resolve a security issue are strong phishing indicators.",95
"Hi Casey, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email uses a common business context (performance review, attached report) and a personal salutation, which are tactics frequently employed in phishing to make the message appear legitimate and entice recipients to open a malicious attachment.",85
"Hello Jordan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is generic and professional, lacking typical phishing indicators like suspicious links, urgent requests for sensitive data, or grammatical errors.",90
"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency, vague account reference, typical tactic to induce panic and click a malicious link.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and threat of service interruption to prompt an action, common in credential harvesting.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Creates urgency and prompts for sensitive billing information without specifying the service or details.,100
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The content is a generic, routine business message with no suspicious links, urgent requests, or indicators of impersonation.",95
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic sender, urgent call to action via a link, common phishing pretext.",95
"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,The provided text alone contains no common phishing indicators.,80
"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple, legitimate-looking project reminder with no suspicious links, requests for sensitive information, or unusual urgency.",100
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard work reminder, no suspicious links/requests, or unusual urgency.",90
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple, personalized project reminder with no suspicious links, requests for information, or unusual tone.",95
"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email is personalized and contains no suspicious links, urgent language, or requests for sensitive information.",90
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and threat of service interruption to prompt immediate action, a common phishing tactic.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"The email creates urgency and requests sensitive billing information without specifying the service, a common phishing tactic.",95
"Hi Casey, please find the attached report for this month's performance review.",Safe Email,yes,no,This text is a common lure for delivering malicious attachments.,90
"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"It's a simple social message with no suspicious links, requests for information, or urgent tone.",100
"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"Standard transactional message without suspicious links, information requests, or deceptive elements.",90
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and threat (""avoid service interruption"") to prompt action (""Update your email account settings""), a common phishing tactic.",95
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unexpected high-value prize with a clickable link is a classic phishing lure.,95
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency and prompts login using generic, alarming language, a common tactic for credential harvesting.",95
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Impersonates a bank and prompts clicking a link to an unknown destination, a common tactic for credential theft.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and fear of service interruption, a common social engineering tactic used in phishing to prompt users to click a malicious link or provide credentials.",90
"Hi Alex, please find the attached report for this month's performance review.",Safe Email,no,no,"The email content is a standard business communication and lacks typical phishing indicators. The potential risk lies in the attachment, not the text itself.",90
"Hi Sam, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email uses a common social engineering tactic (an attached ""performance review report"") to entice the recipient to open a potentially malicious attachment, which is a primary method of phishing for malware delivery.",85
"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,The content is generic for a webinar invitation and contains no typical phishing indicators like urgent threats or requests for sensitive information.,80
