Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"Dear customer, this is an while supplies last notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: expires immediate don't wait time sensitive

Support Desk,
Casey Wong",Phishing Email,yes,yes,"Uses urgency tactics like ""limited access in 24 hours"" and ""expires midnight"" to prompt immediate action on a form, with generic greeting and typos indicating scam.",95
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, today only, while supplies last, expires, don't wait

Regards,
Riley Wong",Phishing Email,yes,yes,"Uses urgency tactics like ""expires soon"" and ""act now,"" generic greeting ""Dear user,"" and vague account threat to prompt immediate action, classic phishing indicators.",95
"Subject: Welcome aboard

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Alex Brown",Safe Email,no,no,"Email is a benign professional message about sharing documentation, lacking urgency, suspicious links, or requests for sensitive information.",98
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: tech support, issue, maintenance

Compliance Team,
Sam Singh",Phishing Email,yes,yes,"Impersonates IT support with urgent malware threat and directs to a suspicious link for action, classic phishing tactic.",95
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: we talked about, financial request, unusual, payment verification, children's hospital

Security Team,
Taylor Brown",Phishing Email,yes,yes,"Impersonates a personal acquaintance with fabricated shared memory to build trust, then requests urgent financial help for a ""stranded traveler"" scenario, a common scam tactic.",95
"Subject: Onboarding checklist

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Avery Kim",Safe Email,no,no,"The email is a professional internal message about a meeting agenda with no requests for sensitive information, links, or attachments.",98
"Subject: Networking event details

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Avery Martinez",Safe Email,no,no,"Email is a benign internal message about event booking and feedback, lacking urgency, links, or requests for sensitive information typical of phishing.",98
"Attention, this is the irs compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: official twitter

Sincerely,
Jordan Lee",Phishing Email,yes,yes,"Impersonates IRS with urgent security threats and demands immediate action, which is a hallmark of phishing; real IRS does not contact via email this way.",95
"Subject: Research discussion

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Avery Patel",Safe Email,no,no,"The email is a professional message about a work proposal with no requests for sensitive information, suspicious links, or urgent demands typical of phishing.",98
"Dear customer, this is the immigration accounts team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: mastercard president visa

Security Team,
Sam Khan",Phishing Email,yes,yes,"Impersonates vague ""immigration accounts team"" with urgent threats of account suspension to prompt action; includes suspicious keywords like ""mastercard president visa"" to feign legitimacy, classic phishing scare tactic.",95
"Subject: Team lunch planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Casey Khan",Safe Email,no,no,"Email is a benign internal message about meeting minutes with no links, attachments, urgency, or requests for sensitive information.",98
"Dear user, your login has been restricted. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: login passcode personal information password username

Account Services,
Jordan Nguyen",Phishing Email,yes,yes,"Generic greeting, urgency about restricted access, prompts to click link and enter verification code/password, which are common phishing tactics to steal credentials.",95
"Subject: Lab booking confirmation

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Taylor Khan",Safe Email,no,no,"Email is a simple internal reminder about a training session with no links, attachments, or requests for sensitive information.",98
"Dear customer, this is an 48 hours notice regarding your account. Your access will expire today. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: deadline now 48 hours final notice

Support Desk,
Riley Lee",Phishing Email,yes,yes,"Uses urgency tactics like ""48 hours notice,"" ""access will expire today,"" ""act now,"" and ""last chance"" to pressure immediate action without specifics, typical of phishing scams.",95
"Subject: Lab availability

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Casey Garcia",Safe Email,no,no,"The email is a straightforward, legitimate notification about a lab booking with no suspicious requests, links, or urgency typical of phishing.",98
"Subject: Budget planning

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Morgan Nguyen",Safe Email,no,no,"The email is a professional, non-urgent message about sharing internal documents for a meeting, lacking typical phishing indicators like suspicious links, requests for sensitive data, or generic greetings.",98
"Subject: Conference registration

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Riley Singh",Safe Email,no,no,"Email is a benign request for feedback on a conference agenda with no links, attachments, urgency, or requests for sensitive information; minor subject-body mismatch but not indicative of phishing.",95
"Subject: Performance feedback

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Cameron Singh",Safe Email,no,no,"Email is a straightforward, professional internal message about scheduling a meeting with no requests for sensitive info, links, or urgent actions typical of phishing.",98
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, patch, system administrator, problem, error, technical support

Regards,
Casey Nguyen",Phishing Email,yes,yes,"Impersonates IT support with urgent malware alert and directs to a suspicious link for scanning/patching, common phishing tactic.",95
"Subject: Office maintenance

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Riley Patel",Safe Email,no,no,"Email discusses routine work documentation sharing with no urgent demands, links, attachments, or requests for sensitive information.",98
"Subject: Welcome aboard

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Sam Khan",Safe Email,no,no,"Email is a benign follow-up to a workshop, sharing legitimate resources without urgency, suspicious requests, or impersonation.",98
"Subject: Documentation review

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Avery Singh",Safe Email,no,no,"Email is a straightforward professional message about sharing documentation, with no links, attachments, urgency, or requests for sensitive information.",98
"Subject: Classroom logistics

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Sam Singh",Safe Email,no,no,"Email is a straightforward internal reminder about a training session with no links, attachments, urgency, or requests for sensitive information.",98
"Account holder, your profile has been restricted. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: security code signin

Regards,
Riley Patel",Phishing Email,yes,yes,"Creates urgency with account restriction, prompts for password update and verification code via a link, classic tactics to steal credentials; suspicious keywords and generic sender.",95
"Hello, this is the paypal security team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: twitter fbi

Compliance Team,
Morgan Patel",Phishing Email,yes,yes,"Classic phishing tactics including impersonating PayPal security, creating urgency with threats of account restriction, and vague calls to action without verifiable details; odd keywords like ""twitter fbi"" add to suspicious nature.",95
"Subject: Performance feedback

Thanks for attending the workshop. Here are the links to references and the slide deck.

Thanks for reviewing the document.

Best,
Sam Lee",Safe Email,no,no,"Email is a polite, professional follow-up after a workshop with no urgent demands, suspicious requests, or visible malicious elements; links mentioned but not provided in content.",95
"Hello, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: lawsuit penalty hold

Risk Operations,
Cameron Wong",Phishing Email,yes,yes,"Uses urgent threats of account hold, fines, and legal referral without specifics or legitimate sender details, classic phishing tactic to induce panic and action.",95
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: share, click here, delete after reading, sensitive, do not share

Compliance Team,
Alex Nguyen",Phishing Email,yes,yes,"Urges clicking unspecified link and opening attachment with generic urgency, classic phishing indicators; suspicious sender and keywords like ""click here"" reinforce deception.",95
"Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Jamie Patel",Safe Email,no,no,"Email is a benign meeting confirmation with no links, attachments, urgent demands, or requests for sensitive information.",98
"Subject: Schedule confirmation

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Jamie Lee",Safe Email,no,no,"Email is a standard business message about a proposal attachment and feedback, lacking urgency, suspicious links, or requests for sensitive information.",95
"Dear user, this is the legal compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: lawyer ceo

IT Desk,
Morgan Garcia",Phishing Email,yes,yes,Creates urgency with threats of account suspension and vague policy violations to trick user into clicking or providing info; inconsistent sender (legal team via IT Desk) and odd keywords suggest scam.,95
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, security question, login

Security Team,
Jamie Patel",Phishing Email,yes,yes,"Requests sensitive information (username, 2FA code, recovery key) via email with generic greeting and suspicious keywords, classic phishing tactic.",95
"Hello, we detected unusual activity on your account. To restore access, please update your information. Your account may be restricted until you reactivate it.

Keywords: unauthorized restore breach

Account Services,
Alex Kim",Phishing Email,yes,yes,"Classic phishing tactics including urgent account security alert, request to update information, vague threats of restriction, and generic sender without verifiable details.",95
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, last chance, final notice, today only, rush, 24 hours

Compliance Team,
Sam Wong",Phishing Email,yes,yes,"Email uses urgency tactics like ""act now"" and ""time sensitive"" to prompt immediate action on vague account threats, typical of phishing without verifiable details.",95
"Subject: Training session notes

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Casey Lee",Safe Email,no,no,"Email is a simple, legitimate-sounding reminder about a work training session with no links, attachments, or requests for sensitive information.",98
"Hello, this is the fraud prevention compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: acquisition bank of america spotify whatsapp visa

Sincerely,
Sam Nguyen",Phishing Email,yes,yes,"Classic phishing tactics including urgent security alert, vague threats of account restriction, no specific company details, and suspicious unrelated keywords suggesting evasion attempts.",95
"Subject: Office maintenance

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Jamie Patel",Safe Email,no,no,"Email appears as legitimate internal communication about meeting notes with no suspicious links, attachments, or requests for information; subject mismatch may be a simple error.",85
"Subject: Documentation review

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Alex Garcia",Safe Email,no,no,"The email is a straightforward internal communication about scheduling a lab and sharing slides, lacking any deceptive elements like urgent requests, suspicious links, or demands for personal information.",100
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: we met, soldier, doctor

Compliance Team,
Casey Lee",Phishing Email,yes,yes,"Email fabricates a personal connection and emergency (stolen wallet) to solicit a loan, matching common romance or advance-fee scam patterns; mismatched sign-off adds suspicion.",95
"Subject: Onboarding checklist

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Jordan Patel",Safe Email,no,no,"Email is a benign follow-up to a workshop, mentioning future sharing of slides without suspicious links, requests, or urgency.",98
"Attention, we detected a login attempt on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Keywords: restricted login attempt violation unauthorized compromised

Risk Operations,
Jordan Lee",Phishing Email,yes,yes,"Creates false urgency about account security issue and requests verification of personal information, classic phishing tactic without specific sender details.",95
"Subject: Code review summary

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Jordan Brown",Safe Email,no,no,"The email is a benign professional message about meeting minutes with no urgent demands, links, attachments, or requests for sensitive information.",98
"Hi there, congratulations! You are the selected recipient of a prize. To redeem your payment of ₹80,000, please provide your credit card to process the total. This deal is available today only.

Keywords: earnings refund amount transfer

Security Team,
Casey Lee",Phishing Email,yes,yes,"Unsolicited prize offer demanding credit card details for processing, with urgency and generic sender—classic phishing indicators.",100
"Subject: Classroom logistics

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Morgan Kim",Safe Email,no,no,"The email is a benign professional message about project updates and sharing slides, lacking urgency, personal info requests, or suspicious links/attachments.",98
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not reply, noreply, visit, announcement

Regards,
Taylor Brown",Phishing Email,yes,yes,"Generic greeting, vague notification urging clicks on link and attachment, uses ""do not reply"" to mimic legit emails.",95
"Dear user, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: default delete final warning terminate

IT Desk,
Morgan Brown",Phishing Email,yes,yes,"Uses urgent fear tactics like ""final warning,"" account hold, and legal threats without specifics; generic greeting and suspicious keywords indicate scam attempt.",95
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: deadline, asap, while supplies last

Compliance Team,
Jamie Wong",Phishing Email,yes,yes,"Creates artificial urgency with phrases like ""urgent,"" ""act now,"" and ""time sensitive"" to rush user action, a hallmark of phishing without specific details or verification.",95
"Subject: Research discussion

Sharing the revised documentation with examples. The new endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Jamie Kim",Safe Email,no,no,"The email is a professional message about sharing documentation and requesting feedback, lacking typical phishing indicators like urgency, suspicious links, or requests for sensitive information.",98
"Attention, this is an act now notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: act now 24 hours

Regards,
Riley Garcia",Phishing Email,yes,yes,"Creates false urgency with phrases like ""act now,"" ""24 hours,"" and ""time sensitive"" to prompt hasty action, classic phishing tactic.",95
"Dear customer, your login has been suspended. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: signin personal information

Account Services,
Jamie Wong",Phishing Email,yes,yes,"Creates false urgency about account suspension, requests password update and 2FA code via a ""secure link,"" classic tactics to harvest credentials; generic greeting and keywords indicate scam.",95
"Account holder, this is the account services accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: acquisition paypal

Risk Operations,
Avery Patel",Phishing Email,yes,yes,"Classic phishing tactics including urgent security violation claims, threats of account hold, generic greeting, and suspicious ""paypal"" keywords suggesting impersonation of a financial service like PayPal.",95
"Subject: Performance feedback

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Jordan Garcia",Safe Email,no,no,"The email is a standard professional message about a meeting agenda, lacking any suspicious elements like links, urgent demands, or requests for personal information.",98
"Subject: Invoice confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Alex Lee",Safe Email,no,no,"Email discusses routine work collaboration (e.g., PR changes) with no requests for sensitive info, links, or payments; subject mismatch but content benign.",95
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: error, bug, repair, technical support, spyware

Support Desk,
Casey Lee",Phishing Email,yes,yes,"Claims urgent malware infection requiring a link click for a ""security patch,"" a common tactic to deliver malware or steal credentials.",95
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: quick, expires soon, rush, ends soon

Sincerely,
Jordan Kim",Phishing Email,yes,yes,"Uses urgency tactics like ""expires soon,"" ""act now,"" and ""time sensitive"" to create panic and prompt immediate action, classic phishing indicators; generic sender and vague instructions add suspicion.",95
"Subject: Budget planning

Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Jordan Brown",Safe Email,no,no,"Email is a benign workshop follow-up sharing resources and requesting feedback, with no urgent demands, suspicious links, or requests for personal information.",95
"Subject: Networking event details

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Casey Singh",Safe Email,no,no,"Email is a professional follow-up to a workshop, offering legitimate resources like slides and references without urgency, personal info requests, or suspicious elements.",95
"Subject: Invoice confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Morgan Brown",Safe Email,no,no,"Email discusses routine professional collaboration on a project (e.g., PR changes and feedback) with no links, attachments, or suspicious requests; subject mismatch is minor and not indicative of phishing.",95
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: it department, database, update

Regards,
Cameron Garcia",Phishing Email,yes,yes,"Impersonates IT department with urgent malware alert and link to ""fix"" issue, using common phishing tactics like pressure to act and generic sender.",95
"Attention, this is an instantly notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is time sensitive and expires midnight. Follow the instructions now.

Keywords: limited offer immediate ends soon

Sincerely,
Jordan Garcia",Phishing Email,yes,yes,"Creates artificial urgency with threats to account access, poor grammar, generic sender, and suspicious keyword list typical of phishing scams.",95
"Subject: Training session notes

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Taylor Garcia",Safe Email,no,no,"The email is a benign professional message about work collaboration, with no links, attachments, urgent demands, or requests for sensitive information typical of phishing.",98
"Notice, this is an time sensitive notice regarding your account. Your access will expire soon. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: instantly don't wait

Account Services,
Morgan Singh",Phishing Email,yes,yes,"Creates false urgency with threats of account expiration, poor grammar, vague sender, and prompts immediate action without specifics.",95
"Notice, we detected a security alert on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Keywords: security deactivated

Security Team,
Morgan Lee",Phishing Email,yes,yes,"Classic phishing tactics including urgent security alert, request to validate information, and threat of account lock to prompt credential sharing; suspicious keywords and generic sender.",95
"Dear customer, your profile has been locked. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: signin recovery key

Security Team,
Taylor Brown",Phishing Email,yes,yes,"Creates false urgency about locked account and prompts entering credentials via a link, classic phishing tactic to steal login info.",95
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: technical support, firewall, help desk, tech support, maintenance

Sincerely,
Sam Lee",Phishing Email,yes,yes,"Claims urgent malware fix via a provided link, a common tactic to trick users into clicking malicious URLs; generic sender and IT impersonation add suspicion.",95
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Alex Lee",Safe Email,no,no,"The email is a routine professional update about a project agenda and meeting, lacking any suspicious elements like urgent requests, links, or personal information demands.",98
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: it department, support team, upgrade, network

IT Desk,
Riley Lee",Phishing Email,yes,yes,"Impersonates IT department with urgent malware alert and directs to a suspicious link for action, classic phishing tactic.",95
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recover account, backup codes, two factor, security code

Regards,
Cameron Brown",Phishing Email,yes,yes,"Email demands sensitive info like username, 2FA code, and recovery key directly, creating false urgency without specifying a legitimate service or linking to an official site—classic phishing red flags.",95
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: wallet stolen, replacement cards, business trip

Compliance Team,
Jamie Singh",Phishing Email,yes,yes,"Email impersonates a personal contact to urgently request a loan due to a stolen wallet during a business trip, a classic scam tactic to extract money.",95
"Hi there, we detected a login attempt on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Keywords: data breach restricted

Account Services,
Casey Brown",Phishing Email,yes,yes,"Creates urgency with account lockout threat and requests verification of information, typical phishing tactic; generic sender and suspicious keywords without specific company details.",95
"Dear user, this is an quick notice regarding your account. Your access will be limited soon. To avoid interruption, respond asap. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: instantly ends soon asap rush

Regards,
Avery Martinez",Phishing Email,yes,yes,"Creates false urgency with phrases like ""limited soon,"" ""respond asap,"" and ""ends soon"" to pressure quick action, lacks specifics, and has grammatical errors typical of phishing scams.",95
